pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,pl_dens
Kepler-211 b,1.26,2.13,954.0,0.048,158.188,5123.0,0.816,0.867,0.151,5.85
HD 25912 b,6.9,38.13940884,,0.242,,5920.58,0.995896,1.08,0.12,0.638
TOI-4010 b,3.02,11.0,1441.0,0.0229,714.0,4960.0,0.83,0.88,0.37,2.2
TOI-2641 b,18.10250383,122.6817651,1387.0,0.0607,602.0,6100.0,1.336,1.16,-0.15,0.092
HD 284149 AB b,12.0,8352.53053596,2395.0,431.16,,6035.0,1.36,1.13,,26.6
Kepler-925 b,2.34,6.08,394.0,0.1805,5.833,4673.0,0.72,0.77,0.12,2.61
Kepler-54 c,1.23,0.7,395.0,0.0809,3.07,3705.0,0.5,0.51,-0.27,2.376368
HD 210193 b,14.3,153.1,,1.487,,5790.0,1.05971,1.04,0.13,0.288
TOI-1235 b,1.69,6.69,775.0,0.03845,60.3,3997.0,0.619,0.63,0.33,7.25
TOI-4010 e,13.3,692.0,174.0,1.57,0.15,4960.0,0.83,0.88,0.37,1.62
Kepler-801 b,2.0,4.66,419.0,0.0795,14.442,4435.0,0.63,0.67,-0.17,3.2
Kepler-750 c,1.62,3.26,1537.0,0.05009,778.592,6160.0,1.23,1.15,0.03,4.21
HR 8799 b,13.0,2000.0,1200.0,68.0,,7204.58,1.49338,1.5,-0.47,5.0
LHS 3844 b,1.286,2.37,816.0,0.00624,73.67,3080.0,0.189,0.151,0.22,6.15
Kepler-117 b,8.059,29.875,984.0,0.1445,157.541,6150.0,1.606,1.129,-0.04,0.3
Kepler-1724 b,2.83677238,8.43,999.0,0.0683,234.98,6092.0,0.943,1.016,-0.22,2.03
GJ 180 d,2.66,7.56,,0.309,,3371.0,0.413049,0.43,,2.21
Kepler-34 b,8.564,69.92,,1.0896,,5913.0,1.1618,1.0479,-0.07,0.613
MOA-2011-BLG-291L b,4.43,18.0,,0.69,,,,0.15,,1.14
OGLE-2019-BLG-0468L b,13.1,1090.15143601,,3.29,,,,0.92,,2.66
OGLE-2019-BLG-0960L b,1.39,2.5,,1.9,,,,0.5,,5.12
KMT-2024-BLG-0404L c,4.33,17.3,,,,,,0.09,,1.17
OGLE-2017-BLG-1375L b,12.4,3585.0,,3.04,,,,0.81,,10.3
Kepler-126 c,1.58,1.27942148,790.0,0.162,112.128,6239.0,1.358,1.108,-0.16,1.695536
Kepler-1455 b,2.16,5.31,298.0,0.2149,1.533,4075.0,0.6,0.62,-0.02,2.9
Kepler-998 b,2.32,5.99,1020.0,0.0626,409.917,6058.0,1.18,1.12,0.07,2.64
eps CrB b,12.7,2129.461,,1.3,,4406.0,21.0,1.7,-0.094,5.71
GJ 685 b,2.95,9.0,,0.1344,,3816.0,0.54,0.55,-0.15,1.93
TOI-4010 c,5.93,20.31,907.0,0.058,112.0,4960.0,0.83,0.88,0.37,0.5
Kepler-733 b,2.82,8.35,595.0,0.1483,24.507,5418.0,0.86,0.9,0.01,2.05
KMT-2017-BLG-1057L b,5.19,23.5,,2.36,,,,0.57,,0.924
Kepler-1451 b,3.35,11.2,523.0,0.2101,18.751,5782.0,0.99,1.0,0.01,1.64
Kepler-108 c,8.18,50.9,426.0,0.721,7.8,5854.0,2.192,1.247,0.3261,0.511
KMT-2019-BLG-1339L b,13.7,397.0,,2.15,,,,0.48,,0.848
Kepler-397 b,2.46,6.62,539.0,0.144,20.01,5307.0,0.767,0.844,-0.24,2.44
OGLE-2003-BLG-235L b,13.2,830.0,,4.3,,,,0.63,,1.98
OGLE-2012-BLG-0358L b,13.4,588.0,,0.87,,,,0.022,,1.34
OGLE-2015-BLG-1609L b,10.4,76.27881768,,,,,,0.17,,0.373
KMT-2021-BLG-1077L c,10.6,79.45710175,,0.93,,,,0.14,,0.367
HD 11964 b,14.1,198.0,,3.16,,5303.0,2.00971,0.91,0.1,0.388
HD 132406 b,12.8,1887.90073758,,1.98,,5766.0,1.34,0.973,0.1293,4.95
DMPP-3 A b,1.44,2.67,854.0,0.05958,,5138.0,0.91,0.9,0.18,4.91
DMPP-2 b,14.2,171.48,1000.0,0.06638,,6500.0,1.78,1.41,,0.329
Kepler-52 d,1.95,88.8775,332.0,0.182,2.945,4263.0,0.556,0.577,0.0,18.0
Kepler-756 b,1.12,1.46,1741.0,0.0219,2174.33,5282.0,0.79,0.82,-0.19,5.71
Kepler-1286 b,2.15,5.27,888.0,0.0991,151.77,5753.0,0.98,1.0,0.03,2.91
OGLE-2019-BLG-1492L b,6.79,37.1,,2.7,,,,0.68,,0.651
Kepler-132 c,1.28,2.18,1069.0,0.068,271.0,6003.0,1.178,0.929,-0.2159,5.71
OGLE-2016-BLG-0263L b,13.0,1300.0,,5.4,,,,0.13,,3.25
OGLE-2017-BLG-0364L b,10.3,75.8,,3.79,,,,0.49,,0.381
UKIRT-2017-BLG-001L b,13.7,407.0,,4.18,,,,0.81,,0.87
OGLE-2018-BLG-1126L b,4.41,17.79839079,,3.23,,,,0.69,,1.14
KMT-2019-BLG-0298L b,13.4,575.26941667,,5.67,,,,0.7,,1.31
Kepler-1430 b,1.18,1.76,969.0,0.0304,208.54,4796.0,0.72,0.77,-0.03,5.89
Kepler-924 b,3.07,9.64,610.0,0.31318,19.997,6167.0,1.23,1.14,0.01,1.83
K2-73 b,2.58,9.2,968.0,0.07619,209.0,5867.0,1.058,1.02,0.04,2.8
pi Men c,2.0189,3.63,1169.8,0.06839,309.0,5998.0,1.17,1.07,0.09,2.8
HIP 38594 b,2.77,8.1,,0.256,,4086.3,0.626646,0.61,,2.09
Kepler-1903 b,2.28642395,5.85,769.0,0.1321,82.56,6347.0,0.996,1.053,-0.34,2.69
Kepler-1453 b,2.67,7.61,503.0,0.262,11.889,5665.0,0.94,0.97,0.01,2.2
G 264-012 c,1.76,3.75,387.0,0.0525,3.87,3326.0,0.305,0.297,0.1,3.78
HD 128311 b,13.5,562.24127,,1.084,,4965.0,0.76,0.828,0.08,1.26
MOA-2016-BLG-526L b,3.97,14.93793513,,2.07,,,,0.37,,1.31
OGLE-2018-BLG-1269L b,14.1,210.0,,4.51,,,,1.11,,0.412
KMT-2018-BLG-0087L b,10.1,73.10053361,,0.87,,,,0.1,,0.39
Kepler-535 b,2.36,6.17,1247.0,0.06011,601.891,6123.0,1.27,1.18,0.13,2.58
OGLE-2007-BLG-368L b,4.72,20.0,,2.8,,,,0.64,,1.05
OGLE-2018-BLG-0799L b,10.9,82.63538582,,1.28,,,,0.093,,0.351
MOA-2010-BLG-328L b,2.99,9.2,,0.92,,,,0.11,,1.89
MOA-2012-BLG-006L b,12.6,2700.0,,10.2,,,,0.49,,7.42
OGLE-2018-BLG-1011L b,13.5,570.0,,1.8,,,,0.18,,1.27
KMT-2018-BLG-0748L b,9.01,60.0,,0.62,,,,0.087,,0.451
Kepler-1763 b,1.14651332,1.59,1822.0,0.0257,2597.27,5897.0,1.259,1.026,0.02,5.8
BD+20 594 b,2.57807,22.2481,546.0,0.241,,5766.0,1.08,1.67,-0.15,7.89
HD 147873 b,12.8,1633.6462,,0.522,,5972.0,2.29,1.38,0.03,4.28
Kepler-1061 b,1.98,4.58,1332.0,0.0388,788.501,6067.0,1.07,1.09,-0.03,3.24
Kepler-1539 b,2.7,7.75,301.0,0.4765,1.572,5176.0,0.8,0.84,-0.01,2.16
GJ 3942 b,2.57,7.14,590.0,0.0608,,3867.0,0.61,0.63,-0.04,2.31
Kepler-235 d,2.05,4.86,401.0,0.122,4.03,4255.0,0.554,0.581,-0.51,3.1
OGLE-2017-BLG-1806L b,2.15,5.27,,1.75,,,,0.38,,2.91
Kepler-1530 d,3.27870115,10.8,972.0,0.08276,69.2,5678.0,1.303,1.015,0.2,1.68
Kepler-661 b,3.07,9.64,678.0,0.0585,45.528,4483.0,0.67,0.7,-0.05,1.83
MOA-2011-BLG-028L b,5.99,30.0,,4.14,,,,0.75,,0.767
MOA-2013-BLG-605L b,1.62,3.24,,0.93,,,,0.024,,4.19
OGLE-2012-BLG-0406L b,13.2,868.0,,3.45,,,,0.44,,2.07
Kepler-1076 b,0.8,0.437,770.0,0.0611,83.18,4868.0,0.74,0.79,-0.01,4.69
OGLE-2018-BLG-0383L b,2.41,6.4,,1.8,,,,0.1,,2.51
Kepler-1258 b,0.86,0.566,2335.0,0.01824,2775.0,5839.0,0.99,0.99,-0.07,4.89
Kepler-87 c,6.14,6.4,403.0,0.676,4.656,5600.0,1.82,1.1,-0.17,0.152
HD 147018 c,12.7,2080.0,,1.922,,5441.0,0.937948,0.927,0.1,5.58
Kepler-1896 b,3.09935997,9.8,536.0,0.2529,19.5,6122.0,0.996,1.07,-0.1,1.81
Kepler-1681 b,2.55321772,7.05,442.0,0.32,5.33,5756.4,0.759,0.893,0.1064,2.33
GJ 2126 b,13.6,413.1769291,,0.71,,4159.0,0.728,0.65,0.6,0.903
HD 1605 b,13.8,296.85322,,1.492,,4915.0,3.49,1.33,0.22,0.621
Kepler-1171 b,2.56,7.08,2700.0,0.0284,10171.005,7044.0,1.95,1.58,-0.01,2.32
Kepler-336 d,2.37,6.21,749.0,0.154,74.36,5867.0,1.304,1.09,0.337,2.56
CoRoT-16 b,13.11,170.032,,0.0618,,5650.0,1.19,1.098,0.19,0.44
KMT-2018-BLG-0030L b,13.6,460.85119015,,4.39,,,,0.51,,1.01
KMT-2022-BLG-1013L b,12.1,98.52680617,,1.38,,,,0.18,,0.306
alf Tau b,12.7,2056.3601,,1.46,,4055.0,45.1,1.13,-0.27,5.52
Kepler-1031 b,0.87,0.59,2024.0,0.0218,3973.86,6011.0,1.12,1.09,0.03,4.92
mu Leo b,13.3,762.8,,1.1,,4538.2,11.4,1.5,0.36,1.78
HD 60292 b,12.7,2065.895,,1.5,,4348.0,27.0,1.7,-0.17,5.54
HD 39194 c,2.65,7.49,,0.1083,,5205.0,0.783742,0.86,-0.61,2.21
Kepler-1533 b,3.46,11.8,330.0,0.93416,4.786,6431.0,1.51,1.31,0.03,1.57
TOI-2373 b,10.42435205,2955.8041851,860.0,0.112,69.8726,5651.0,1.102,1.041,0.3,14.4
Kepler-61 b,2.15,5.27,273.0,0.24861,1.69,4017.0,0.62,0.635,0.03,2.91
Kepler-120 c,1.53,2.96,455.0,0.088,16.625,4096.0,0.534,0.654,-0.12,4.54
Kepler-1403 b,2.14,5.22,1238.0,0.064,699.644,6060.0,1.15,1.11,0.03,2.93
TOI-1994 b,13.67495645,7024.0077947,2290.0,0.0613,1910.26,7700.0,2.3,1.86,-0.01,15.0
TOI-2524 b,11.2089807,203.41018048,1100.0,0.073,210.609,5831.0,1.119,1.007,0.06,0.79
KMT-2022-BLG-1790L b,13.5,549.84314411,,5.25,,,,0.58,,1.23
HD 108874 c,13.8,314.64,,2.659,,5551.0,1.05,0.95,0.19,0.658
HD 41004 A b,13.2,807.25,,,,5310.0,0.85,0.95,0.23,1.93
Kepler-118 c,7.68,45.7,564.0,0.141,21.409,5274.0,1.094,0.811,0.18,0.554
Kepler-822 b,1.77,3.78,1239.0,0.04078,535.188,5928.0,1.08,1.06,0.04,3.75
Kepler-608 b,3.64,12.9,1069.0,0.0685,270.162,5820.0,1.01,1.0,-0.02,1.47
HD 181720 b,14.0,127.132,,1.85,,5736.0,1.5,1.03,-0.62,0.255
Kepler-388 c,0.86,0.566,515.0,0.093,16.64,4498.0,0.586,0.635,0.0,4.89
Kepler-900 b,2.08,4.98,716.0,0.0679,54.109,4836.0,0.73,0.78,-0.01,3.04
Kepler-666 b,2.4,6.35,1133.0,0.0542,575.644,5887.0,1.05,1.03,0.01,2.52
HIP 91258 b,13.7,346.4347,,0.06,,5519.0,0.89,0.97,0.23,0.74
K2-22 b,2.3,444.962,2100.0,0.009,114.0,3879.0,0.58,0.595292,0.032,
Kepler-1606 b,2.07,4.94,324.0,0.6421,1.29,5422.0,0.86,0.9,0.01,3.06
HD 4917 b,13.5,513.29545,,1.167,,4802.0,5.01,1.32,0.18,1.15
MOA-2012-BLG-505L b,2.48,6.7,,0.9,,,,0.1,,2.41
KMT-2019-BLG-1715L b,13.2,813.64072192,,3.32,,,,0.61,,1.94
KMT-2021-BLG-2609L b,3.17,10.17050902,,2.3,,,,0.2,,1.75
Kepler-1946 b,2.48812698,6.75,1143.0,0.0394,403.53,5505.0,0.873,0.887,-0.04,2.41
HD 142022 A b,12.9,1433.40611557,,2.93,,5421.0,1.04,0.9,0.19,3.67
2MASS J03590986+2009361 b,12.2,5720.911326,2369.0,572.0,,2943.0,0.289776,0.264996,,17.3
GJ 896 A b,13.3,718.29219982,,0.63965,,3345.0,0.394682,0.43599,,1.68
Kepler-1461 b,2.03,4.78,451.0,0.1715,8.88,4919.0,0.74,0.79,-0.04,3.14
HD 168009 b,3.05,9.53485221,,0.1192,,5778.33,1.209505,0.986073,0.0183,1.85
Kepler-361 c,2.52,6.9,568.0,0.3,33.948,6169.0,1.343,1.191,0.04,2.37
HD 98736 b,13.3,740.5439,,1.864,,5271.0,0.93,0.92,0.36,1.73
HD 34445 b,13.9,260.6206,,2.07,,5879.0,1.38,1.14,0.18,0.533
KMT-2021-BLG-0322L b,12.7,2034.1018048,,,,,,0.62,,5.46
OGLE-2014-BLG-0221L b,12.9,1382.55357045,,3.76,,,,0.69,,3.54
KMT-2016-BLG-2142L b,12.2,4923.0,,0.83,,,,0.073,,14.9
KMT-2024-BLG-1044L b,2.7,7.75,,,,,,0.069,,2.16
Kepler-340 b,2.53,6.94,1092.0,0.134,274.318,6620.0,1.85,1.65,0.06,2.35
BD+48 738 b,13.9,289.2253,,1.0,,4414.0,11.0,0.74,-0.2,0.592
Kepler-1307 b,2.47,6.66,768.0,0.1369,41.185,5884.0,1.08,1.06,0.06,2.43
Kepler-326 c,1.4,17.4,889.0,0.051,303.62,5105.0,0.801,0.91,0.2385,34.8
WASP-5 b,12.184,502.15,1706.0,0.0267,1559.4762,5700.0,1.029,0.96,0.09,1.64
HD 48265 b,12.6,2351.9302118,,1.814,,5733.0,1.901,1.312,0.3,6.46
WASP-100 b,14.90797,400.4658,2190.0,0.04574,5502.8822,6900.0,1.57,0.77,-0.03,0.53
OGLE-2014-BLG-0319L b,14.1,181.16219199,,3.49,,,,0.52,,0.355
KMT-2019-BLG-0371L b,12.6,2447.2787339,,0.79,,,,0.09,,6.72
Kepler-132 b,1.21,1.92,1082.0,0.067,284.8,6003.0,1.178,0.929,-0.2159,5.96
OGLE-2017-BLG-1237L b,13.0,1207.7479466,,2.53,,,,0.46,,3.02
MOA-bin-29 b,14.1,190.0,,0.48,,,,0.03,,0.372
2MASS J21252752-8138278 b,12.4,3813.940884,1616.0,7493.0,,3592.0,0.672832,0.643977,,11.0
Kepler-707 b,1.33,2.33,1160.0,0.0325,336.673,5099.0,0.76,0.8,-0.12,5.44
Kepler-262 b,1.36,2.42,734.0,0.108,50.169,5841.0,0.881,0.816,-0.3382,5.29
Kepler-265 c,2.63,7.41,755.0,0.127,65.359,5835.0,1.103,0.97,-0.11,2.24
HD 18143 b,3.28,10.80616584,,0.088,,5078.0,0.87,0.85,0.28,1.68
Kepler-1572 b,0.94,0.779,1293.0,0.05838,583.523,5618.0,0.95,0.97,0.08,5.15
Kepler-352 c,1.24,2.07,591.0,0.118,26.373,5212.0,0.781,0.798,-0.11,5.97
Kepler-278 c,3.268,34.9,492.0,0.287,54.3,4965.0,2.861,1.227,0.22,5.5
WASP-157 b,11.19,182.43442,1193.0,0.0499,,5772.0,1.1,1.06,0.25,0.64
KMT-2023-BLG-0469L b,7.04,39.41072247,,2.31,,,,0.47,,0.621
KMT-2016-BLG-2364L b,13.0,1250.0,,2.63,,,,0.5,,3.13
KMT-2018-BLG-1988L b,2.22,5.56,,3.09,,,,0.47,,2.79
Kepler-400 c,1.49,2.83,755.0,0.134,76.86,5886.0,1.145,1.08,0.0844,4.7
Kepler-1683 b,1.87477762,4.17,669.0,0.1182,47.32,5429.0,0.900327,0.95,0.16,3.48
Kepler-1634 b,3.19,10.3,282.0,1.0525,0.544,5474.0,0.89,0.92,0.02,1.74
Kepler-122 b,2.34,6.08,1159.0,0.064,448.102,6050.0,1.216,0.982,-0.08,2.61
BD+60 1417 b,14.68376472,4767.426105,1303.0,1662.0,,4993.0,0.797,1.0,,8.27
Kepler-271 d,0.66,0.219,954.0,0.05554,189.343,5555.0,0.87,0.9,-0.13,4.19
OGLE-2017-BLG-1275L b,12.8,1875.1876013,,2.09,,,,0.63,,4.91
GJ 273 c,1.06,1.18,,0.036467,6.66,3382.0,0.293,0.29,0.09,5.44
KMT-2021-BLG-0748L b,14.3,143.02278315,,2.43,,,,0.36,,0.269
Kepler-446 c,1.11,1.41,520.0,0.0283,6.705,3359.0,0.24,0.22,-0.3,5.67
KMT-2023-BLG-1642L b,13.8,343.25467956,,1.41,,,,0.17,,0.718
MOA-2010-BLG-117L b,14.2,170.0,,2.42,,,,0.58,,0.326
HD 22532 b,13.4,673.79622284,,1.9,,5038.0,5.69,1.57,-0.19,1.54
Kepler-235 c,1.28,2.18,555.0,0.065,14.2,4255.0,0.554,0.581,-0.51,5.71
HD 2039 b,12.7,1999.1507,,2.2,,5945.0,1.19,1.23,0.3,5.36
Kepler-697 b,4.13,16.0,1151.0,0.0471,472.236,5513.0,0.88,0.92,-0.01,1.25
Kepler-99 b,1.48,6.15,810.0,0.05071,108.042,4782.0,0.73,0.79,0.18,10.9
Kepler-1835 b,3.53387773,12.2,808.0,0.0997,100.96,5903.0,0.961,0.922,-0.26,1.52
Kepler-1555 b,1.61,3.22,959.0,0.0805,483.262,5866.0,1.06,1.04,0.03,4.24
Kepler-783 c,2.33153725,6.04,840.0,0.06903,113.3,5411.49,0.872088,0.94,-0.03,2.62
HD 38529 c,12.5,3299.05886466,,3.226,,5697.0,2.857838,0.98,0.51,9.28
KMT-2018-BLG-1990L b,12.9,111.0,,0.763,,,,0.094,,0.284
K2-247 c,2.19,5.43,688.0,0.0615,,4667.0,0.69,0.74,-0.08,2.84
TOI-904 b,2.426,6.46,429.43,0.056,8.3169,3770.2,0.527,0.557,0.022,2.49
TOI-904 c,2.167,5.34,217.26,0.312,0.5449,3770.2,0.527,0.557,0.022,2.88
OGLE-2014-BLG-1722L b,8.59,55.3,,1.5,,,,0.4,,0.479
KMT-2016-BLG-1820L b,12.9,1450.0,,1.08,,,,0.039,,3.71
PSR B1620-26 b,13.3,794.575,,23.0,,,,1.35,,1.86
OGLE-2007-BLG-349L AB c,10.7,80.0,,2.59,,,,0.41,,0.359
Kepler-1851 b,3.90012032,14.5,776.0,0.1016,85.78,5982.0,0.879,0.967,-0.28,1.34
Kepler-1104 b,1.23,2.04,1321.0,0.06321,813.524,6417.0,1.41,1.3,0.13,6.02
Kepler-1901 b,1.47418907,2.77,1132.0,0.0453,389.41,5696.0,0.921,1.022,0.14,4.75
Kepler-860 b,3.24,10.6,1050.0,0.058,233.621,5836.0,1.06,1.04,0.09,1.71
LHS 1140 b,1.73,5.6,226.0,0.0946,0.43,3096.0,0.2159,0.1844,-0.15,5.9
LHS 1140 c,1.272,1.91,422.0,0.027,5.3,3096.0,0.2159,0.1844,-0.15,5.1
Kepler-1604 b,1.41,2.57,2023.0,0.01406,1391.4,4976.0,0.76,0.81,0.02,5.04
Kepler-804 b,1.94,4.42,779.0,0.11287,83.427,5817.0,1.05,1.01,0.0,3.33
HD 39194 d,2.12,5.16,,0.1949,,5205.0,0.783742,0.86,-0.61,2.98
KMT-2021-BLG-1554L b,6.9,38.13940884,,0.72,,,,0.08,,0.638
Kepler-203 d,1.44,33.9,855.0,0.1,121.816,5821.0,1.114,1.06,0.08,62.4
KMT-2021-BLG-1303L b,13.6,120.77479466,,2.89,,,,0.57,,0.264
Kepler-1221 b,1.88,4.19,632.0,0.0906,37.81,5194.0,0.82,0.87,0.09,3.47
Kepler-920 c,3.8,13.8,364.0,0.4029,3.986,5403.0,0.85,0.89,0.0,1.38
Kepler-750 b,3.07,9.64,1163.0,0.08742,255.74,6160.0,1.23,1.15,0.03,1.83
Kepler-955 b,3.13,9.96,664.0,0.1083,33.091,5350.0,0.84,0.89,0.02,1.78
TOI-2529 b,11.54525012,743.71847238,636.0,0.327,70.9731,5802.0,1.7,1.11,0.1,2.66
Kepler-1943 b,1.54869189,3.02,1098.0,0.05975,724.2,6032.0,0.973,1.055,-0.06,4.47
KMT-2021-BLG-1770L b,12.1,6674.396547,,0.9,,,,0.13,,20.7
OGLE-2011-BLG-0265L b,13.9,280.0,,1.89,,,,0.211,,0.573
OGLE-2018-BLG-0740L b,12.9,1500.0,,5.0,,5912.0,,1.0,-0.24,3.84
KMT-2017-BLG-2509L b,13.4,664.26137063,,2.14,,,,0.46,,1.52
Kepler-651 b,2.37,6.21,574.0,0.14078,27.223,5522.0,0.87,0.92,-0.04,2.56
OGLE-2018-BLG-0932L b,13.9,282.86728223,,1.75,,,,0.72,,0.579
OGLE-2014-BLG-0124L b,14.1,206.58846455,,3.48,,,,0.9,,0.405
HD 331093 b,13.6,476.7426105,,1.44,,5544.0,1.1112,1.03,0.17,1.04
Kepler-1879 b,2.06512018,4.92,987.0,0.0957,242.6,5865.0,1.388,1.023,0.0,3.07
TOI-815 b,2.94,7.6,686.0,0.0903,36.9,4869.0,0.77,0.776,-0.09,1.64
OGLE-TR-182 b,12.666,320.995,1550.0,0.051,,5924.0,1.14,1.14,0.37,0.41
Kepler-364 c,2.15,5.27,568.0,0.312,22.234,6108.0,1.284,1.076,-0.031,2.91
Kepler-828 b,1.51,2.89,1848.0,0.01228,1835.159,5039.0,0.77,0.81,-0.02,4.61
Kepler-229 b,2.2,5.48,823.0,0.062,76.217,5120.0,0.728,0.808,0.06,2.83
Kepler-1689 b,0.94678642,0.799,879.0,0.0784,149.3,5731.43,0.996208,1.023,-0.1455,5.17
OGLE-2018-BLG-0567L b,12.3,101.70509024,,2.72,,,,0.25,,0.3
OGLE-2019-BLG-1053L b,1.38,2.48,,3.4,,,,0.61,,5.19
Kepler-29 b,2.55,5.0,777.0,0.08482,55.9,5378.0,0.732,0.761,-0.44,1.65
OGLE-2019-BLG-0468L c,12.5,3248.20631954,,2.77,,,,0.92,,9.14
KMT-2021-BLG-1898L b,14.0,232.01473711,,1.9,,,,0.48,,0.465
KMT-2024-BLG-0404L b,11.9,8657.64580668,,0.85,,,,0.09,,28.2
KMT-2019-BLG-1042L b,9.05,60.38739733,,1.7,,,,0.3,,0.448
MOA-2016-BLG-227L b,13.2,890.0,,1.39,,,,0.29,,2.13
HD 179949 b,13.9,291.12,,0.0443,,6168.0,1.266865,1.21,0.137,0.596
Kepler-629 b,1.38,2.48,816.0,0.07107,103.147,5444.0,0.84,0.93,0.01,5.19
Kepler-1384 b,1.94,4.42,608.0,0.1126,32.23,4919.0,0.74,0.78,-0.06,3.33
Kepler-847 b,1.18,1.76,1054.0,0.0315,292.31,4940.0,0.77,0.83,0.15,5.89
NGTS-27 b,15.64773706,188.47224535,1783.0,0.0446,1680.0,5700.0,1.77,1.07,0.0,0.266
Kepler-1262 b,1.82,3.97,949.0,0.083,142.545,5771.0,0.98,0.99,-0.02,3.62
Kepler-764 b,1.64,3.33,875.0,0.0724,160.457,5557.0,0.89,0.92,-0.06,4.15
Kepler-782 b,3.21,10.4,350.0,0.54494,3.987,5867.0,1.01,0.98,-0.14,1.73
Kepler-824 b,1.87,4.16,1231.0,0.055,454.604,6035.0,1.22,1.15,0.14,3.5
HD 60532 b,13.8,336.8998,,0.77,,6245.0,2.57,1.5,-0.26,0.704
HD 60532 c,13.3,797.7533,,1.6,,6245.0,2.57,1.5,-0.26,1.86
Kepler-743 b,1.21,1.92,1101.0,0.04166,397.252,5486.0,0.85,0.94,0.01,5.96
Kepler-821 b,1.31,2.27,1215.0,0.029,496.82,5191.0,0.8,0.84,-0.03,5.55
TOI-4633 c,3.2,123.0,268.57,0.847,1.56,5800.0,1.05,1.1,0.2379,
TOI-776 c,2.047,6.9,420.0,0.1001,4.9,3725.0,0.547,0.542,-0.21,4.4
Kepler-749 b,3.1,9.8,454.0,0.1054,24.631,5009.0,0.75,0.79,-0.11,1.81
Kepler-820 b,6.09,30.8,554.0,0.56004,16.228,6260.0,1.36,1.23,0.09,0.749
OGLE-2015-BLG-0051L b,14.0,230.0,,0.73,,,,0.1,,0.461
Kepler-56 d,12.8,1784.0,,2.16,,4819.44,4.21799,1.29,0.3631,4.67
Kepler-755 b,1.76,3.75,1331.0,0.02156,889.888,5043.0,0.77,0.82,-0.01,3.78
Kepler-816 b,10.24,74.5,668.0,0.0895,50.563,5286.0,0.85,0.9,0.16,0.381
Kepler-791 b,3.05,9.53,939.0,0.1256,140.057,6383.0,1.47,1.3,0.06,1.85
Kepler-793 b,1.37,2.45,1177.0,0.0491,617.407,5745.0,0.97,0.98,0.0,5.24
OGLE-2012-BLG-0950L b,6.56,35.0,,2.6,,,,0.57,,0.681
HD 42618 b,3.89,14.4,337.0,0.554,3.16,5727.0,0.999,1.015,-0.09,1.34
Kepler-757 b,1.36,2.42,1734.0,0.019,3345.453,6014.0,1.13,1.08,0.02,5.29
Kepler-759 b,2.27,5.77,533.0,0.2329,19.02,5860.0,1.04,1.04,0.06,2.71
Kepler-815 b,4.11,15.8,1374.0,0.09473,979.136,5028.0,3.42,1.25,-0.03,1.25
Kepler-790 b,2.18,5.39,634.0,0.101,38.274,5208.0,0.8,0.84,-0.05,2.86
Kepler-787 b,1.28,2.18,1115.0,0.0159,493.553,4248.0,0.62,0.65,-0.09,5.71
TYC 3667-1280-1 b,12.8,1716.282,1350.0,0.21,,5130.0,6.26,1.87,-0.08,4.5
Kepler-26 b,2.78,5.12,431.0,0.08551,7.6,3914.0,0.512,0.544,-0.13,1.26
Kepler-760 b,3.06,9.59,748.0,0.08087,84.406,5322.0,0.85,0.89,0.08,1.84
Kepler-502 b,4.77,20.4,1217.0,0.0535,859.509,6125.0,1.22,1.15,0.05,1.03
Kepler-812 b,3.55,12.3,1163.0,0.1024,421.917,6761.0,1.71,1.45,0.02,1.51
Kepler-811 b,2.7,7.75,730.0,0.15911,78.59,5747.0,1.24,1.01,0.05,2.16
Kepler-484 b,2.28,5.82,766.0,0.09036,90.629,5668.0,0.87,0.96,-0.1,2.7
Kepler-26 c,2.72,6.2,385.0,0.10725,4.82,3914.0,0.512,0.544,-0.13,1.61
Kepler-474 b,3.06,9.59,1115.0,0.06092,671.064,5785.0,1.08,0.99,-0.01,1.84
Kepler-768 b,1.79,3.86,618.0,0.092,40.589,5108.0,0.78,0.82,-0.03,3.7
Kepler-810 b,1.93,4.38,1105.0,0.055,350.597,5803.0,1.04,1.03,0.1,3.35
Kepler-827 b,5.63,27.0,574.0,0.2742,23.602,5602.0,0.91,0.93,-0.06,0.831
Kepler-458 c,4.2,16.4,798.0,0.17012,279.787,6117.21,2.21562,1.15,0.1436,1.22
Kepler-307 c,2.2,3.64,739.0,0.10896,44.0,5367.0,0.814,0.907,0.19,1.74
Kepler-500 b,2.58,7.18,909.0,0.08361,193.68,5813.0,1.03,1.02,0.03,2.3
Kepler-806 b,1.14,1.55,1089.0,0.07684,413.603,5770.0,1.16,0.99,0.0,5.75
Kepler-831 b,1.27,2.15,992.0,0.05984,266.249,5732.0,0.97,0.99,0.02,5.77
Kepler-779 b,0.92,0.721,425.0,0.0533,15.028,3804.0,0.44,0.46,-0.43,5.09
Kepler-803 b,3.79,13.8,543.0,0.26721,20.882,5919.0,1.12,1.05,0.02,1.39
Kepler-802 b,3.54,12.3,489.0,0.2265,13.508,5507.0,0.9,0.93,0.06,1.52
Kepler-830 b,1.7,3.53,907.0,0.1033,160.18,6037.0,1.11,1.07,-0.02,3.95
Kepler-829 b,2.11,5.1,857.0,0.0678,247.47,5698.0,0.97,0.98,0.03,2.98
